Q12_OTHER_TEXT,Q13_OTHER_TEXT,Q14_OTHER_TEXT,Q14_Part_1_TEXT,Q14_Part_2_TEXT,Q14_Part_3_TEXT,Q14_Part_4_TEXT,Q14_Part_5_TEXT,Q16_OTHER_TEXT,Q17_OTHER_TEXT,Q18_OTHER_TEXT,Q19_OTHER_TEXT,Q20_OTHER_TEXT,Q21_OTHER_TEXT,Q24_OTHER_TEXT,Q25_OTHER_TEXT,Q26_OTHER_TEXT,Q27_OTHER_TEXT,Q28_OTHER_TEXT,Q29_OTHER_TEXT,Q2_OTHER_TEXT,Q30_OTHER_TEXT,Q31_OTHER_TEXT,Q32_OTHER_TEXT,Q33_OTHER_TEXT,Q34_OTHER_TEXT,Q5_OTHER_TEXT,Q9_OTHER_TEXT
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,UC Researcher,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter lab,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Python,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,, Microsoft Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Excel is used,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Apache Spark,,Intelli J,,Scala,,,,,,,,,,,,,,,,,
Udemy,,,,,,Jupyter Notebook,,,,,,,,"KNN, K Means Clustering, SVM",,,,,,,,,,,,,
,,,,,,jupyter,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,"CYPHER, Gremlin, Scala",,,,,,,,,,,,,,,,,
data science courses sites,coaching center,,Microsoft excel,,,,,,,,,,,,,,,,,,,,,,,Solution Engineer at Nokia,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyterlab,,,,,,,,,,,,,,,,,,,,,
,,Python functions and plots,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Python,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Python, JupyterLab",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Lifelong learner,
,,,,,Tableau,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,mlcourse.ai,"pandas, scipy",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Python,,,,,,,,,,,,,,,,,,,,,
,,,,,,python tools,,,,,,,,,,,,,,,,,,,,,
,Local Ed. Center & Self Study,,,,,Jupyter,,,,,,,,,,,,,,,IBM Watson,,IBM Watson Studio,,,,
,,,,,,"JupterHub, Python",,,,,,,,,,,,,,,,,,,,,
,,,,,,"Rstudio, Spyder",,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter,,,,,,,,,,,,,,,,,,,IBM Object Storage,,
,,,,,,Plus running Python scripts locally,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Analyst,
,,,,,,Jupyter Notebook,,,,,,,,,,,,,,,Google AI Platform,,,,,,
towardsdatascience,cognixia,,,,,"Jupyter, Spyder",,,,,,,,,,,,,,,,Apache Spark,,,,,
,,,Bigquery,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,RStudio,,,,,,,,,,,,,,,,,,,,,
,,I haven't use any primary tool. I am an aspiring data. Scientist ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Rstudio,,,,,,,,,,,,,,,,,,,,,
,,,,,,-,,,,,,,,,,,,,,,,,,,,Student coach,
,,,Ejwher,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"VSCode, Jupyter Notebook",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,python,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,R ,,,,,,,,,,,,,,,,,,,,,
,,,,,,"R, Python",,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter,,,,,,,,,,,,,,,,,,,,,
https://towardsdatascience.com/,,,,SAS,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Microsoft Azure,,,,,,,,,,,,,,,,,,,,
,,,,JMP Minitab Spotfire DE unscrambler,,,,,,,,,,,,,,,,,,,,,,,
,Scientific literature ,,,,,"Python, Matlab, R, Keras",,,,,,,,,,,,,,,,,,,,,ML academic research and teaching
,,,Microsoft Excel ,,,,,Codeblocks ,,,,,,,,,,,,,,,,,,,
,,,,,,,AWS,,,,,,,,,,,,,,,,,,,,
,,,,,,We built our own ML infrastructure,,,,,,,,,,,,,,,,,,,,,
,,,,,,Used for studying machine learning methods employed on the market,,,,,,,,,,,,,,,,,,,,,
,stepik,,,,Power BI,,,,,,,,,,,,,,,,,,,,,seo-specialist,
,,matlab,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"PyTorch, scikit-learn etc.",,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyterlab,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Python, JupyterLab",,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,Google Sheets,,,,,Kaggle Notebooks,,,,,,,,,,,,,,,,,,,
,,,Excel ,,,,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,QA,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,linux console,,,,FORTRAN,,,,,,,,,,,,,,,,,
,,,Anaconda3,,,,,Xcode,,,,,,,,,,,,,,,,,,,
,Dsa,,Excel ,,,,,,,,,,,,,,,,,,,,,,,,
,Caltech course on youtube,,,,,Matplot seaborne,,,,,,,,,,,,,,,,,,,,,
,,,,,,Rstudio,,Eclipse,,,,,,,,,,,,,,,,,,GIS Technician,
,,,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Rstudio,,,,,,,,,,,,,,,,,,,,,
,,,,,,R,,,,,,,,,,,,,,,,,,,,,
,,,,,,,We have custom builds of environment on AWS,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,R studio Jupyterlab,,,,,,,,,,,,,,,,,,,,,
,,,,Sas,,,,,,,,,,,,,,,,,,,,,,,
Facebook,,,Excel,,,,,,,,,,,,,,,,,,,,,,,Software test lead,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GCP,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,"Tableau, Saleforce",,,,,,,,,,,,,,,,,,,,,Systems Engineer,
,,,,,Tableau,,,,,,,,,,,,,,,,Athena,,,,,,
,,,,,,Rstudio,,,,,,,,,,,,,,,,,,,,,
,,,"we use excel, some times we use spss to anslysus",,,,,,,,,,,,,,,,,,,,,,,,
,,,,spss,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Aslo used ms excel and tableau,,,,,,,,,,,,,,,,,,,,,
,,,Microsoft Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,custom software developed in house for our niche,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,freelancer,
,,,Excel sheets,,,,,,,,,,,,,,,,,,,,,,,Manager,
,,,,,,Jupyter notebook,,,,,,,,,,,,,,,,,,,,,
,,Python,,,,,,,,,,,,,,,,,,,,,,,,,
,,No,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,   RStudio,,,,,,,,,,,,,,,,,,,,,
,,,,,Power BI/Tableau,,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Python, jupyter notebook",,,,,,,,,,,,,,,,,,,,,
,,,,"R, Python",,,,,,,,,,,,,,,,,,,,,,Game Mathematician,
zhihu,,,excel,,,,,,,,,,,,,,,,,,,,,,,FA,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Python - Jupyter,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,PHP,,,,,,,,,,,,,,,,,
,,,,,,Jupyuterlab,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,python,,,,,,,,,,,,,,,,,,,,,
,,Python,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter notebook,,,,,,,,,,,,,,,,,,,,,
,,,I typically view data in Excel or using SQL. ,,,,,,,,,,,,,,,,,,,,,,,,
IBM Data Science Community,,,,,,,Watson Studio,Watson Studio,,,,,,,,,,,,,Open Shift,IBM Cloud Pak for Data,Watson Studio and Watson APIs,IBM AutoAI,DB2,Chief Data Officer,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Anaconda,Rstudio",,,,,,,,,,,,,,,,,,,,,
,,,Microsoft excel google sheet,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,Several websites like machinelearningmastery.com,,,,,"Microsoft Visual Code, Delphi",,Delphi,,"C#, Delphi",,,,,,,,,,,,,,,,Software Architect,
,,,,,,RStudio,,Eclipse,,"Perl, Julia",,,,,,,,,,,,,,,,,
,,,,,,Rstudio,,,,,,,,,,,,,,,,,,,,,
,,,,,,"jupyterlab, python",,,,,,,,,,,,,,,,,,,,looking for startup ideas,exploring potential datasets
kdnugget,,,,,Tableau,,,,,,,,,,,,,,,,,Snowflake,Azure Language API,,,,
,,,,,Tableau,,,,,,,,,,,,,,,,,,,,,Production Planner,
,,,,,,R,,,,,,,,,,,,,,,,,,,,,
,,,,,,RStudio,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,Consultant,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Ms Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Azure,,,,,,,,,,,,,,,,,,,,
,,,Microsoft Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Pyspsrk, hadoop",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,use jupyterlab locally,,,,,,,,,,,,,,,,,,,,,
,Chinese fast-ai seminar for sutton,Linux scripts,,,,,,anaconda3,Latex,,,,,,,,,,,,,,,,,transiting,Abstract the models
,,,"i often use google sheets, as a data scientist i never had a requirement to use high level statistical software because i prefer data visualization libraries to analyze data",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
facebook groups,,python,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,Superset,,,,,,,,,,,,,,,
,,,,,,On jupyter notebook using pandas and matplotlib,,,,,,,,,,,,,,,,,,,,,
,,,,,,Rstudio and Spyder3,,,,,,,,,,,,,,,,,,,,,
,,,,,,python,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Tableau,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Jupyter, Python libraries",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,R y Python,,,,Google Colab,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Ms Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,Python,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Pycharm,,,,,,,,,,,,,,,,,,,,,
,,,,,,Rstudio,,,,,,,,,,,,Tidymodels,,,,,,,,,
,,,,,,Jupyter Notebook,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,Libre office Calc,,,,,,,,,,,,,,,Chainer,,,,,,,,,
Towards Data Science,,,Google Sheets,,,,,,,,,,,Nearest Neighbour,,,,,,,,,,,,,
,,,,,,jupyter notebook,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"SQL Server, MySQL",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,RStudio,,,,,,,,,,,,,,,,,,,,,
,,,,,,"EDA, model evaluation and so on.",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Anaconda ,,,,,,,,,,,,,,,,,,,,,
,,,,,"Sql, power bi",,,,,,,,,,,,,,,,,,,,,,Analytics without ml
,Great learning,,,,,Jupyter notebook,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyterlab,,,,,,,,,,,,,,,,,,,,,
,,,,,Tableau,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Rstudio,,,,,,,,,,,,,,,,,,,,,
,,,excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,pycharm,,,,,,,,,,,,,,,,,,,,,
,,,,,,jupyter notebook ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,colab,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter Notebook,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,Matlab and Python,,,,,,,,,,,,"Deep Learning, SVM, LDA, Regression",,,,,,,,,,,,Academic - Lecturer,
,,,,,,,AWS,,,,,,,,,,,,,,,,,,,Manager,
,mlcourse.ai,,,,,Also I really like kernels :) ,,,,,,,,KNN,,,,,,,,,,,,,
,Courses at work,,,,,RStudio,,,,,,,,,,,,,,,,,,,,,
,,,Microsoft Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,python,,,,,,,,,,,,,,,,,,,,Analyst,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Azure,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter Lab,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter and spyder -Anaconda,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Jupyter Lab, Google colab",,,,,,,,,,,,,,,,,,,,,
,,,,,,"Python, jupyterlab, jupyter notebook",,,,,,,,,,,,,,,,,,,,,
,,None,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,cognitiveclass.ai,,,,,jupyter,,,,,,,,,,,,,,,,,,,,,
,DesafioLatam,,,,,"Jupyter, Python, PostgreSQL",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Azure,,,,,,,,,,,,,,,,,,,,
,,,,,,python,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ux designer,
Datascience.stackexchange.com,,,,,,"R for analysis/data tidying, python for ML",,,,,,Plotnine,,,,,,,,,,,,,,Consultant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Excel, R",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Power BI,,,,,,,Orange3,,,,,,,Blackbaud,,,,,,Raiser's Edge,Business Development - data science benefits everyone :) ,
,,,Google,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Tableau,,,,,,,,,,,,,,,,,,,,,,
,,,,Python,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Rstudio, ",,,,,,,,,,,,,,,,,,,,,
,,,,,,jupyter,,,,,,,,,,,,,,,,,,,,,
,Data Analytics path,,,,,sql,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter ,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Using jupyter ,,,,,,,,,,,,,,,,,,,,,
,,"Linux batch system, local jupyter server in screen session ........",,,,,,,,,,,,,,,,ROOT TMVA,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GCP,,,,,,,,,,,,,,,,,,,,
,,,,,,jupyter,,,,swift,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"In addition, we also use SAS, R and Python",,,,,,,,,,,,,,,,,,,,,,,,
,,,Microsoft Excel,,,,,,,,,,,,,Text Classification,,,,,,,,,,,
,,,MS,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Local linux machine with local gpu cluster, python & tensorflow",,,,,,,,,,,,,,,,,,,,,
Telegram,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Mechanical R&D Engineer,
,,"excel ,spss",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Python, Jupyter, matlab",,,,,,,,,,,,,,,,,,,,,
Scientific papers,Teach internal data science,,,,,"Research, develop, deploy data custom data analytics in both products and in client infrastructures and systems.",,,Internal notebooks for products and client models and analytics,,,"QGIS, gVSIG, OpenJump",Cloud stacks with sets of all three above,,,,,,,,,,,,,,Provide Data Science to DOD Clients.
,,,",",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,AWS+PYTHON,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Rstudio, Anaconda",,,,,,,,,,,,,,,,,,,,,
,,,MS Project Mgmt,,,,,,,,,,,,,,,,,,,,,,,,
,SpringBoard,,Microsoft Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Rstudio, Jupyter ",,,,,,,,,,,,,,,,,,,,,
,,,,,,JUPYTERLAB,,,,,,,,,,,,,,,,,,,,,
,,,excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter,,,,,,,,,,,,,,,,,,,,,
,,,,,,RStudio,,,,,,,,,,,,,,,,,,,,,
,YouTube,,,,,,Azure and Google colab,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter Notebook,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Python libs,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
My friend,,,,,,jupyterLab,,,,,,,,,,,,,,,,,,,,,
,,custom,,,,,,,,,,,,,,,,,,,,,,,,,
,,statistics,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter,,,,,,,,,,,,,,,,,,,,,
,,,,,,RStudio,,,,,,,,,,,,,,,,,Knime,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"RStudio, JupyterLab",,,,,,,,,,,,,,,,,,,,,
,,,,,,jupyter,,,,,,,,,,,,,,,,,,,,,
,,,,,,Spyder,,,,,,PyPlot,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"RStudio, Jupyter",,,,,,,,,,,,,,,,,,,,,
,,,,,,"Python, Jupiter, XGBoost, Pytorch",,,,Swift,,,,,,,,,,,,,,,,,
,,,,,,Rstudio,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Azure,,,,,,,,,,,,,,,,,,Mongo,VP,RD
,,,,,,Jupyterlab,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Trifacta,Looker",,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,jupyter,,colab,,,,,,,,,,,,,,,,,,,
,,,Microsoft Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Pycharm ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Quant Researcher,
,,,,,,Jupyter notebook,,,,,,,,,,,,,,,,,,,,,
,,,,,,"PyCharm, Jupyter Notebooks",,,,,,,,,,,,,,,,,,,,,
,,,,,,"Rstudio, Jupyter and Spider",,,,,,,,,,,,,,,,,,,,,
,,,,,,Python,,,,,,,,,,,,,,,,,,,,,
,OpenHPI,,,Dynamics AX 2012,,,,,MS Notes,,,,,,,,,,,,,,,,,,
,,,excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,Periscope,,,,,,,Periscope,,,,,,,Snowflake,,Snowflake,Snowflake,,,Snowflake,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,jupyter notebooks,,,,,,,,,,,,,,,,,,,,,
,,,,,,scikit-learn tensorflow pytorch,,Intellij IDEA,,,,,,,,,TfIdf,,,,,,,,,,
,,,,,Tableau,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Jupyternote book , SQL",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,excel,,,,,,,PHP,,,,,,,,,,,,,,,,,
,,,,,,jupyter lab,,,,,,,,,,,,,,,,,,,,,
,,,,,,jupyter notebook ,,,,,,,,,,,,,,,,,,,,,
,,Anaconda ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"RStudio, JupyterLab",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Microsoft Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,UX Researcher,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,local python setup,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Rstudio, JupyterLab",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Director,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab CoLab,,,,,,,,,,,,,,,,,,,,,
,,,Microsoft office packages,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Open Online Course,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter,,Emacs,,,,,,,,,,,,,,,,,,,
,,,,,,Pycharm,,,,,,,,,,,,,,,,,,,,,
,,,Google sheets,,,,,,,,,,,,,,,,,,,,,,,,
,,,MS Excel,,,,,,,jQuery,,,,,,,,,,,,,,,,,
,World Quant University ,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,RStudio,,,,,,,,,,,,,,,,,,,,,
"YouTube, but not Siraj",,,,,,"rstudio, jupyter notebook",,,,,,,,Time series methods,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,STATA,,,,,,,,,,,,,,,,,
,,,Google Sheets,,,,,,,,,,,,,,,,,,,,,,,,
,,,Microsoft office,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Qwiklabs,,,,,,"Colab, GCP, Kaggle kernels",Android Studio for edge ML,,,,,,,,Fast.ai,,,,,,,,,,Engineering Manager,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,jupyter,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,Senior VP,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
github,,,excel as frontend,,,,,,,Groovy,,sas viya,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter,,,,,,,,,,,,,,,,,,,,,
udemy,,,,,,spyder,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Microsoft Excel,,,,,,,,,,,,,,,,,,,,,,,System Analyst (IoT Lead),
,,Jupyter,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Python, Jupiter notebok",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Microsoft Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Google colab,,,,,,,,,,,,,,,,,,,,
Medium ,,,,SAS,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Rstudio ,,,,,,,,,,,,,,,,,,,,Chief Data Officer,
,,,excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,AWS,,,,,,,,,,,,,,,,,,,,
,,,,,Tableau,,,,,,,,,,,,,,,,,,,,,,
,,,,,Tableau,,,,,,,,,,,,,,,,,,,,,,
,,Python pandas ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,spss,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,rstudio,,,,,,,,,,,,,,,,,,,,,
,,,Microsoft Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GCP,,,,,,,,,,,,,,,,,,,,
,,,"MS Excel, db Forge Studio",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter notebooks on in house cloud instances,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Rstudio,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDIUM,,,,,,SPYDER,,,,,,,,,,,,,,,,,,,,,
,,ERP systems,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter Notebooks ,,,,,,,,,,,,,,,,,,,,,
,,,,,,jupyter notebook,,,,clojure,,,,,,,,,,,,,,,,,
,,,,,,,Na,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Anacond, Pandas",,,,,,,,,,,,,,,,,,,,Support analyst,
